ticker,trade_date,week_num,week_start,week_end,adj_close,close,high,low,open,volume,dly_ret
SPY,2005-01-03,0,2005-01-03,2005-01-07,81.84712219238281,120.30000305175781,121.76000213623047,119.9000015258789,121.55999755859375,55748000,-0.004715807742796896
SPY,2005-01-04,0,2005-01-03,2005-01-07,80.84699249267578,118.83000183105469,120.54000091552734,118.44000244140625,120.45999908447266,69167600,-0.012219461208747173
SPY,2005-01-05,0,2005-01-03,2005-01-07,80.28907775878906,118.01000213623047,119.25,118.0,118.73999786376953,65667300,-0.006900611648479549
SPY,2005-01-06,0,2005-01-03,2005-01-07,80.69733428955078,118.61000061035156,119.1500015258789,118.26000213623047,118.44000244140625,47814700,0.005084301866450813
SPY,2005-01-07,0,2005-01-03,2005-01-07,80.58165740966797,118.44000244140625,119.2300033569336,118.12999725341797,118.97000122070312,55847700,-0.0014332532507421725
SPY,2005-01-10,1,2005-01-10,2005-01-14,80.96267700195312,119.0,119.45999908447266,118.33999633789062,118.33999633789062,56563300,0.004728111677224867
SPY,2005-01-11,1,2005-01-10,2005-01-14,80.40478515625,118.18000030517578,118.73999786376953,117.98999786376953,118.63999938964844,63099700,-0.006890753738018618
SPY,2005-01-12,1,2005-01-10,2005-01-14,80.67008972167969,118.56999969482422,118.83999633789062,117.5199966430664,118.4000015258789,72720500,0.0033000455968974496
SPY,2005-01-13,1,2005-01-10,2005-01-14,80.02375030517578,117.62000274658203,118.7300033569336,117.5,118.63999938964844,55537500,-0.008012119007230312
SPY,2005-01-14,1,2005-01-10,2005-01-14,80.44559478759766,118.23999786376953,118.52999877929688,117.76000213623047,117.97000122070312,42032500,0.005271170742304099
SPY,2005-01-18,2,2005-01-18,2005-01-21,81.28242492675781,119.47000122070312,119.62000274658203,117.94999694824219,118.05000305175781,57391700,0.010402599620737085
SPY,2005-01-19,2,2005-01-18,2005-01-21,80.43197631835938,118.22000122070312,119.5199966430664,118.20999908447266,119.43000030517578,54378900,-0.01046287760297926
SPY,2005-01-20,2,2005-01-18,2005-01-21,79.94213104248047,117.5,118.19999694824219,117.29000091552734,117.88999938964844,72049300,-0.006090350306789172
SPY,2005-01-21,2,2005-01-18,2005-01-21,79.4522705078125,116.77999877929688,118.0,116.6500015258789,117.79000091552734,63160400,-0.006127669963430837
SPY,2005-01-24,3,2005-01-24,2005-01-28,79.29579162597656,116.55000305175781,117.33999633789062,116.37000274658203,117.08999633789062,58441900,-0.001969478763000576
SPY,2005-01-25,3,2005-01-24,2005-01-28,79.5202865600586,116.87999725341797,117.47000122070312,116.72000122070312,116.91000366210938,68245000,0.002831353007460846
SPY,2005-01-26,3,2005-01-24,2005-01-28,79.75843048095703,117.2300033569336,117.5999984741211,117.04000091552734,117.31999969482422,57195100,0.002994576589155251
SPY,2005-01-27,3,2005-01-24,2005-01-28,79.89448547363281,117.43000030517578,117.75,116.9800033569336,117.19000244140625,55878800,0.0017060218588687004
SPY,2005-01-28,3,2005-01-24,2005-01-28,79.89448547363281,117.43000030517578,117.55000305175781,116.61000061035156,117.48999786376953,60738900,0.0
SPY,2005-01-31,4,2005-01-31,2005-02-04,80.39118194580078,118.16000366210938,118.25,117.70999908447266,117.94999694824219,52532700,0.006216497956539779
SPY,2005-02-01,4,2005-01-31,2005-02-04,80.90143585205078,118.91000366210938,119.08000183105469,118.0999984741211,118.25,49841200,0.006347325463400555
SPY,2005-02-02,4,2005-01-31,2005-02-04,81.14639282226562,119.2699966430664,119.58999633789062,118.9000015258789,119.05999755859375,52468900,0.0030274406683223898
SPY,2005-02-03,4,2005-01-31,2005-02-04,80.93545532226562,118.95999908447266,119.16000366210938,118.56999969482422,119.05999755859375,48837100,-0.002599124401096997
SPY,2005-02-04,4,2005-01-31,2005-02-04,81.7994613647461,120.2300033569336,120.43000030517578,118.9800033569336,119.0,50024600,0.010675893428337302
SPY,2005-02-07,5,2005-02-07,2005-02-11,81.69062042236328,120.06999969482422,120.5199966430664,119.95999908447266,120.25,45412000,-0.0013308130885961722
SPY,2005-02-08,5,2005-02-07,2005-02-11,81.7858657836914,120.20999908447266,120.6500015258789,120.06999969482422,120.16999816894531,39263500,0.0011659814275362113
SPY,2005-02-09,5,2005-02-07,2005-02-11,81.1735610961914,119.30999755859375,120.48999786376953,119.25,120.41999816894531,55279400,-0.007486910679089687
SPY,2005-02-10,5,2005-02-07,2005-02-11,81.46611022949219,119.73999786376953,120.0199966430664,119.26000213623047,119.66000366210938,45858600,0.00360405929071117
SPY,2005-02-11,5,2005-02-07,2005-02-11,82.16690063476562,120.7699966430664,121.04000091552734,119.45999908447266,119.69999694824219,53133000,0.008601960895879834
SPY,2005-02-14,6,2005-02-14,2005-02-18,82.10565948486328,120.68000030517578,120.86000061035156,120.4800033569336,120.69000244140625,32432100,-0.000745187881031506
SPY,2005-02-15,6,2005-02-14,2005-02-18,82.41178894042969,121.12999725341797,121.43000030517578,120.68000030517578,120.80000305175781,43852700,0.0037288444407046484
SPY,2005-02-16,6,2005-02-14,2005-02-18,82.46623229980469,121.20999908447266,121.45999908447266,120.66999816894531,120.93000030517578,55523000,0.0006604625845678669
SPY,2005-02-17,6,2005-02-14,2005-02-18,81.7994613647461,120.2300033569336,121.33000183105469,120.22000122070312,121.2300033569336,58124000,-0.008085106302625156
SPY,2005-02-18,6,2005-02-14,2005-02-18,81.90833282470703,120.38999938964844,120.4800033569336,119.9000015258789,120.23999786376953,47723300,0.0013307496319354684
SPY,2005-02-22,7,2005-02-22,2005-02-25,80.69052124023438,118.5999984741211,120.47000122070312,118.58000183105469,119.9000015258789,80697600,-0.014868352226947934
SPY,2005-02-23,7,2005-02-22,2005-02-25,81.2688217163086,119.44999694824219,119.56999969482422,118.62000274658203,118.93000030517578,68292600,0.00716693494989018
SPY,2005-02-24,7,2005-02-22,2005-02-25,81.80628967285156,120.23999786376953,120.31999969482422,118.9800033569336,119.23999786376953,68563600,0.006613653710427991
SPY,2005-02-25,7,2005-02-22,2005-02-25,82.61592102050781,121.43000030517578,121.66999816894531,120.18000030517578,120.2699966430664,60899900,0.009896893401100337
SPY,2005-02-28,8,2005-02-28,2005-03-04,82.0716552734375,120.62999725341797,121.30000305175781,120.04000091552734,121.1500015258789,69381300,-0.006588182901649198
SPY,2005-03-01,8,2005-02-28,2005-03-04,82.47986602783203,121.2300033569336,121.5199966430664,120.77999877929688,120.81999969482422,47294400,0.004973937803008921
SPY,2005-03-02,8,2005-02-28,2005-03-04,82.43901062011719,121.16999816894531,121.93000030517578,120.6500015258789,120.76000213623047,64226500,-0.0004949697791528651
SPY,2005-03-03,8,2005-02-28,2005-03-04,82.4730453491211,121.22000122070312,121.9000015258789,120.69999694824219,121.66000366210938,61230800,0.00041266858556920916
SPY,2005-03-04,8,2005-02-28,2005-03-04,83.50040435791016,122.7300033569336,122.83000183105469,121.79000091552734,122.05000305175781,56168500,0.012456707812444456
SPY,2005-03-07,9,2005-03-07,2005-03-11,83.54118347167969,122.79000091552734,123.25,122.4000015258789,122.66000366210938,43442400,0.0004888581190636287
SPY,2005-03-08,9,2005-03-07,2005-03-11,83.22825622558594,122.33000183105469,123.0,122.11000061035156,122.66999816894531,44362000,-0.0037462259226556105
SPY,2005-03-09,9,2005-03-07,2005-03-11,82.302978515625,120.97000122070312,122.29000091552734,120.95999908447266,121.97000122070312,73263600,-0.01111747396382623
SPY,2005-03-10,9,2005-03-07,2005-03-11,82.48664093017578,121.23999786376953,121.5,120.4000015258789,121.19999694824219,65149000,0.0022319305641222975
SPY,2005-03-11,9,2005-03-07,2005-03-11,81.90833282470703,120.38999938964844,121.72000122070312,120.16000366210938,121.30999755859375,57976500,-0.007010875033800268
SPY,2005-03-14,10,2005-03-14,2005-03-18,82.41860961914062,121.13999938964844,121.16000366210938,120.27999877929688,120.61000061035156,36336400,0.00622975333335285
SPY,2005-03-15,10,2005-03-14,2005-03-18,81.73828887939453,120.13999938964844,121.45999908447266,120.08000183105469,121.41999816894531,62438500,-0.008254911714036584
SPY,2005-03-16,10,2005-03-14,2005-03-18,81.0442886352539,119.12000274658203,120.16000366210938,118.9000015258789,119.69999694824219,74874200,-0.008490066990580414
SPY,2005-03-17,10,2005-03-14,2005-03-18,81.20757293701172,119.36000061035156,119.73999786376953,118.9800033569336,119.30999755859375,62584200,0.0020147570369026813
SPY,2005-03-18,10,2005-03-14,2005-03-18,80.96646881103516,118.54000091552734,119.52999877929688,118.1500015258789,119.11000061035156,60232000,-0.0068699705984510695
SPY,2005-03-21,11,2005-03-21,2005-03-24,80.66595458984375,118.0999984741211,118.77999877929688,117.76000213623047,118.70999908447266,61244300,-0.0037118477982786002
SPY,2005-03-22,11,2005-03-21,2005-03-24,79.8463134765625,116.9000015258789,118.93000030517578,116.9000015258789,118.37000274658203,92472400,-0.01016085490047769
SPY,2005-03-23,11,2005-03-21,2005-03-24,79.91460418701172,117.0,117.72000122070312,116.75,116.94999694824219,70817300,0.0008554189291345438
SPY,2005-03-24,11,2005-03-21,2005-03-24,80.01020812988281,117.13999938964844,117.98999786376953,117.05999755859375,117.45999908447266,51932500,0.0011965759799010822
SPY,2005-03-28,12,2005-03-28,2005-04-01,80.1263656616211,117.30999755859375,117.94000244140625,117.30999755859375,117.41999816894531,46765500,0.001451239284882
SPY,2005-03-29,12,2005-03-28,2005-04-01,79.59361267089844,116.52999877929688,117.9000015258789,116.25,117.13999938964844,71160300,-0.006649039259482459
SPY,2005-03-30,12,2005-03-28,2005-04-01,80.72061157226562,118.18000030517578,118.19999694824219,116.7699966430664,116.77999877929688,62002100,0.014159457162648215
SPY,2005-03-31,12,2005-03-28,2005-04-01,80.57034301757812,117.95999908447266,118.45999908447266,117.87000274658203,118.19000244140625,64575400,-0.0018615774254104878
SPY,2005-04-01,12,2005-03-28,2005-04-01,80.20830535888672,117.43000030517578,118.98999786376953,116.91000366210938,118.62999725341797,95255300,-0.004493038177436182
SPY,2005-04-04,13,2005-04-04,2005-04-08,80.3449478149414,117.62999725341797,117.86000061035156,116.73999786376953,117.36000061035156,71581200,0.0017031163052239062
